food_name,calories,protein,fat,carbs
fried_rice,337,19.85,23.82,45.59
pizza,402,5.31,12.19,47.27
ice_cream,225,3.01,15.85,71.63
fried_rice,104,5.32,8.71,71.63
cake,294,16.53,24.65,38.64
pasta,171,6.33,24.62,10.63
egg_omelette,249,24.67,13.07,63.01
chapati,212,24.32,5.31,10.35
tea,440,29.97,4.79,61.4
orange,161,14.48,11.56,40.12
ice_cream,100,11.86,5.55,23.65
poha,285,4.09,19.69,78.02
pizza,60,12.4,19.4,40.84
egg_omelette,331,25.25,17.95,40.66
salad,442,20.5,21.26,61.51
cake,431,23.37,2.89,61.5
poha,183,7.0,24.64,42.05
pasta,406,19.83,22.26,72.59
milk,156,17.09,1.34,61.98
sandwich,206,1.96,7.26,20.66
juice,167,1.86,21.1,13.38
pasta,231,27.74,18.42,26.83
fried_rice,493,18.37,23.44,7.24
egg_omelette,416,26.67,0.67,66.64
chicken_curry,284,8.29,19.8,17.38
pizza,131,29.92,2.36,24.07
pasta,178,12.59,15.29,57.84
tea,292,4.39,14.41,51.41
cake,216,8.49,6.98,17.45
ice_cream,255,12.42,22.23,10.1
chapati,154,17.6,2.98,40.4
dal,436,27.18,16.14,19.43
tofu,224,28.01,6.85,72.26
cake,237,16.12,7.4,72.84
poha,215,6.6,14.51,12.47
salad,302,11.91,9.7,15.25
egg_omelette,276,18.7,22.71,30.25
chapati,292,28.16,10.37,76.16
pizza,477,5.09,17.45,56.01
upma,245,20.27,13.65,79.11
noodles,73,29.69,15.66,16.0
pasta,344,4.16,10.35,37.21
tea,116,4.2,15.14,49.45
egg_omelette,163,21.9,6.58,48.2
sandwich,325,13.09,17.68,16.34
sandwich,324,1.78,23.37,42.59
burger,54,5.37,13.26,65.41
chapati,306,4.7,2.89,16.85
egg_omelette,114,13.87,4.97,11.15
idli,173,19.95,16.58,60.53
dosa,106,1.05,7.32,18.38
egg_omelette,171,4.41,13.62,76.79
idli,171,3.09,10.64,46.89
fried_rice,418,9.02,17.77,78.14
rice,411,17.08,6.13,67.86
sambar,275,17.55,3.22,5.36
egg_omelette,167,20.87,10.17,19.62
banana,376,29.61,22.33,62.39
fried_rice,378,12.49,7.15,18.93
poha,362,23.47,5.27,61.53
dosa,184,2.92,16.42,23.24
paneer,370,6.38,10.88,30.74
coffee,193,11.11,6.78,51.23
grapes,351,7.6,24.37,19.97
salad,483,29.4,1.94,28.96
fried_rice,179,23.66,23.21,18.81
burger,139,20.18,10.48,34.62
grapes,299,20.36,15.99,21.25
sandwich,384,9.64,10.84,38.04
chicken_curry,209,21.98,6.58,63.5
chicken_curry,335,15.68,17.74,18.24
poha,226,15.08,24.4,18.15
sandwich,417,4.0,4.14,66.58
dal,288,6.5,7.28,71.58
idli,297,7.82,19.5,22.02
chapati,245,24.84,24.4,36.45
poha,83,9.42,14.83,15.87
paneer,440,20.36,7.9,71.36
pizza,308,6.74,10.59,51.95
upma,478,8.35,24.8,29.43
salad,118,15.1,19.34,79.61
banana,470,17.65,15.22,55.98
sambar,199,29.5,16.81,33.87
ice_cream,306,7.02,9.92,15.85
rice,434,18.82,12.82,42.22
paneer,78,8.99,7.64,57.24
egg_omelette,450,10.01,16.51,72.26
orange,304,19.99,16.05,25.13
upma,428,26.35,23.75,16.32
tea,79,15.14,20.15,32.19
pizza,173,24.31,21.4,10.84
fish_fry,84,6.03,24.97,50.86
salad,389,10.96,8.33,40.48
poha,453,2.03,10.86,43.12
ice_cream,231,16.66,5.2,46.88
tea,342,22.97,3.67,79.84
sambar,479,28.87,12.26,19.41
coffee,454,7.83,6.64,52.72
poha,365,24.94,2.64,22.23
pasta,244,22.96,2.99,34.13
tea,211,19.39,17.89,41.31
tofu,68,24.26,12.88,56.49
pasta,476,8.58,11.86,19.93
tofu,284,10.67,2.94,41.95
chapati,185,8.84,23.95,25.32
burger,221,15.26,6.92,19.87
tofu,262,23.6,22.09,70.62
orange,427,23.23,17.65,30.88
upma,66,2.54,14.66,7.19
milk,182,5.34,15.54,22.08
chapati,124,14.23,14.09,51.68
tofu,402,26.2,9.92,49.4
upma,354,27.67,7.46,28.84
ice_cream,413,11.05,8.26,76.75
rice,203,29.37,4.09,10.93
salad,344,19.37,14.43,59.78
chicken_curry,144,1.56,4.8,45.59
upma,50,17.75,8.61,54.26
milk,442,4.7,14.33,74.91
tofu,315,9.31,23.1,42.35
chapati,54,9.85,4.63,16.05
orange,404,9.96,14.45,40.81
tofu,333,19.03,19.15,37.81
ice_cream,151,18.18,9.53,51.09
coffee,390,22.72,8.38,16.7
paneer,373,6.55,3.45,75.25
ice_cream,281,5.28,20.77,39.46
egg_omelette,288,17.54,9.85,24.11
sambar,56,20.08,12.02,53.92
poha,194,10.63,6.92,62.09
dal,355,24.0,10.75,34.14
fried_rice,255,10.71,10.22,50.99
cake,193,17.38,19.49,72.5
dal,393,18.31,2.68,49.19
tofu,319,6.89,10.74,21.75
salad,368,19.96,0.69,10.27
dal,348,29.16,5.28,75.36
fish_fry,389,27.18,11.61,30.5
burger,360,18.17,20.9,31.58
burger,274,21.29,5.4,10.76
noodles,358,5.11,3.98,59.97
sambar,83,20.68,1.94,59.7
pizza,266,11.66,22.59,68.32
upma,336,4.44,21.64,12.28
fish_fry,414,26.1,15.92,35.19
cake,186,29.66,15.34,32.03
chicken_curry,431,5.15,0.58,6.78
egg_omelette,389,25.77,9.84,8.49
chapati,470,10.8,1.75,15.98
banana,97,9.7,1.46,21.83
salad,156,24.38,19.5,53.61
burger,155,23.41,3.29,51.38
juice,414,17.46,14.76,31.29
rice,309,20.1,16.4,28.76
upma,323,10.25,21.13,72.53
orange,377,27.04,9.59,56.5
rice,134,4.38,10.88,73.48
grapes,161,12.01,0.65,47.23
chapati,293,22.64,15.95,46.35
coffee,500,16.21,14.11,28.45
coffee,259,5.11,8.97,21.56
orange,325,26.36,0.54,53.55
rice,464,28.42,6.87,55.89
salad,257,17.25,22.24,55.97
milk,154,12.92,6.65,56.0
orange,115,10.19,11.89,49.92
banana,107,5.67,24.47,54.64
cake,376,15.47,11.5,54.81
pizza,327,18.02,12.88,59.46
sambar,424,25.08,3.99,62.86
rice,235,2.19,12.53,76.32
salad,264,25.31,14.37,6.71
banana,148,7.79,9.89,49.9
ice_cream,334,11.11,10.19,54.72
paneer,417,9.91,13.48,35.29
burger,469,16.88,7.33,73.16
pizza,334,20.39,4.74,38.03
sambar,434,25.47,5.28,66.57
fried_rice,290,8.68,22.81,24.6
rice,353,28.23,12.75,45.7
burger,338,29.56,20.54,55.3
milk,367,1.62,12.63,77.71
burger,432,21.86,0.68,63.3
rice,191,29.2,14.98,12.65
coffee,411,21.83,19.51,75.51
sambar,194,2.43,18.86,67.21
upma,72,17.15,2.88,51.77
apple,478,7.92,6.05,36.93
dal,228,8.78,23.12,12.15
pizza,304,22.69,16.37,37.69
sambar,63,13.29,3.47,46.49
apple,162,25.15,22.53,67.12
pizza,308,23.62,2.53,70.57
grapes,195,5.24,7.26,12.75
ice_cream,406,4.78,23.36,6.65
orange,462,21.46,24.93,21.37
paneer,76,7.85,2.22,72.62
milk,127,7.01,15.2,55.61
burger,397,15.17,24.97,43.15
ice_cream,130,24.12,3.38,65.74
milk,492,4.25,4.75,55.45
sambar,95,6.4,15.94,51.94
grapes,401,19.69,22.8,17.86
egg_omelette,161,24.71,12.97,58.37
apple,361,20.4,20.12,37.69
sandwich,198,8.55,14.08,42.82
sandwich,256,10.48,15.28,30.0
pasta,145,17.1,3.22,39.78
upma,146,9.92,6.53,15.72
chapati,169,1.81,2.7,68.28
dal,478,21.24,15.01,50.5
dosa,420,27.16,6.85,11.92
apple,230,18.11,2.66,75.89
pasta,482,1.84,5.18,24.68
chicken_curry,444,27.48,8.2,46.91
noodles,170,18.53,21.51,44.8
chapati,300,2.34,22.56,20.88
pizza,174,5.82,22.73,20.02
egg_omelette,483,29.78,23.96,55.17
tofu,358,7.19,12.51,14.63
ice_cream,363,11.48,22.42,62.5
poha,144,5.27,8.88,12.49
paneer,50,12.0,22.35,51.62
fried_rice,270,13.73,3.68,54.96
banana,350,6.23,8.32,63.15
burger,190,11.01,10.53,64.04
juice,426,21.8,1.71,23.44
burger,459,18.49,19.15,22.88
tea,246,19.62,15.68,57.52
idli,110,12.54,17.28,7.98
chapati,211,3.31,22.42,20.26
apple,157,11.21,15.33,49.65
chapati,431,3.61,8.18,11.65
egg_omelette,166,9.99,13.07,53.9
dosa,432,2.66,16.53,47.37
sambar,348,12.19,7.19,45.72
poha,439,4.96,22.78,47.76
dosa,108,7.22,9.03,31.03
noodles,239,20.69,21.98,36.3
rice,454,26.43,3.18,39.38
burger,344,6.65,21.92,46.27
egg_omelette,87,19.65,14.45,51.62
pasta,170,10.73,19.94,57.64
salad,500,13.78,11.47,53.72
juice,196,21.37,19.94,57.53
coffee,138,9.32,3.54,73.43
fried_rice,346,16.29,8.23,71.81
dosa,179,2.31,4.83,17.98
burger,230,13.57,1.42,76.76
burger,127,2.98,10.03,10.28
banana,373,13.6,6.64,59.83
noodles,320,26.44,22.87,75.95
egg_omelette,426,2.67,21.74,28.2
orange,138,26.12,23.97,25.68
ice_cream,251,19.35,17.62,40.84
poha,183,28.77,19.21,7.01
dal,178,3.11,17.98,58.11
noodles,248,7.18,6.28,28.93
dal,168,20.2,2.34,19.05
coffee,346,25.78,2.49,69.48
grapes,181,8.22,2.24,16.82
upma,382,18.33,18.03,38.58
pizza,110,13.86,8.59,43.85
poha,224,18.44,8.23,70.4
sambar,359,8.58,24.52,43.28
apple,487,23.56,6.71,69.91
orange,354,25.94,5.61,73.51
idli,233,24.51,13.81,60.65
poha,210,16.08,8.83,74.79
cake,118,3.42,4.21,29.89
grapes,321,6.35,6.27,71.61
burger,256,28.45,0.77,12.34
fish_fry,130,4.64,4.83,19.89
poha,243,16.04,16.3,21.71
salad,298,17.6,16.73,9.31
sambar,465,8.15,22.58,48.67
tea,179,16.64,17.85,32.73
coffee,364,29.31,5.89,26.49
grapes,118,12.6,13.9,37.03
noodles,491,9.18,4.21,54.71
coffee,57,19.34,2.72,61.78
noodles,220,19.3,18.04,31.41
idli,247,14.26,23.8,31.83
noodles,243,2.4,21.29,66.46
juice,314,29.94,7.0,37.13
burger,466,2.52,0.8,64.46
grapes,51,4.05,5.71,67.39
chapati,316,18.04,11.62,31.31
chicken_curry,270,5.59,0.94,54.53
pizza,466,27.78,23.1,33.4
tofu,436,20.57,16.23,41.34
orange,461,14.21,4.55,27.96
fried_rice,424,21.88,15.13,11.69
cake,337,25.72,19.77,46.93
pizza,217,22.71,3.58,43.63
chicken_curry,188,25.54,1.93,43.77
apple,262,22.89,1.53,67.53
burger,191,22.64,23.94,76.5
milk,99,22.31,7.75,14.52
poha,175,19.34,12.2,57.22
dal,96,9.53,14.22,9.17
rice,460,8.76,17.74,39.36
cake,441,13.58,13.88,7.59
apple,481,22.73,2.68,11.0
juice,117,9.71,24.3,70.56
tea,77,29.08,3.94,79.98
milk,299,4.96,2.19,46.76
grapes,111,10.07,16.59,38.24
dal,225,19.15,7.75,51.78
fish_fry,491,22.98,1.92,5.58
dosa,223,22.89,18.85,78.74
tea,58,2.85,5.82,28.69
pasta,401,22.31,19.25,11.39
tofu,119,20.23,15.49,45.51
pasta,495,18.61,18.18,13.02
dal,351,24.06,24.61,56.35
juice,177,1.0,19.77,77.22
dal,444,19.82,14.01,34.63
salad,163,7.6,12.77,36.84
idli,321,15.43,1.74,41.93
noodles,359,5.64,16.54,64.76
upma,105,26.88,4.99,19.1
tofu,178,9.61,13.62,55.67
upma,225,27.08,3.21,69.72
paneer,451,28.78,2.94,17.25
grapes,259,29.48,1.93,59.86
fried_rice,92,12.1,10.92,42.86
salad,283,12.37,2.47,37.94
orange,373,15.86,14.23,23.25
apple,76,28.64,9.03,18.85
pasta,420,27.08,20.55,63.34
paneer,203,2.25,8.48,69.73
tea,435,10.88,14.42,61.71
fried_rice,63,5.38,16.89,25.79
paneer,215,25.48,3.67,29.04
apple,382,5.42,5.35,46.23
tea,404,27.38,15.49,27.99
pizza,327,22.0,24.31,14.3
poha,401,23.03,19.4,10.87
pasta,192,17.97,19.3,44.18
dosa,302,23.68,12.66,79.33
chapati,484,6.8,6.81,40.15
egg_omelette,75,6.13,16.19,52.65
ice_cream,439,20.35,19.59,15.57
tea,431,5.68,11.84,60.83
fish_fry,283,17.55,10.61,21.08
banana,286,5.52,24.47,10.16
orange,119,4.94,8.59,13.79
rice,245,5.18,13.93,20.3
idli,222,1.89,0.93,61.9
pasta,244,12.06,1.94,40.46
fried_rice,316,26.84,13.88,40.63
noodles,293,17.92,22.32,70.64
chapati,157,9.3,10.99,68.63
chapati,97,18.76,3.29,62.35
orange,156,9.53,14.91,55.51
milk,77,15.76,18.72,43.67
orange,283,16.96,4.78,46.85
apple,405,8.54,11.55,39.96
paneer,245,9.91,9.93,49.81
apple,442,3.96,13.31,15.67
chicken_curry,379,2.48,19.23,55.46
tofu,230,3.59,15.8,11.29
juice,158,23.98,14.61,45.13
tea,250,12.28,9.92,57.98
grapes,87,5.23,10.28,21.73
cake,327,22.23,3.39,42.39
idli,165,14.39,20.87,25.22
chicken_curry,133,1.2,11.14,8.52
poha,271,4.11,15.75,45.9
fried_rice,206,14.98,10.55,9.74
juice,144,25.31,21.01,33.44
cake,235,13.67,6.74,49.16
poha,92,3.16,5.81,50.69
sandwich,328,18.38,5.57,31.65
dosa,498,28.17,12.89,26.43
grapes,408,5.47,18.03,25.44
burger,435,1.94,9.58,40.71
rice,75,21.63,4.32,52.67
egg_omelette,449,22.87,23.86,53.43
grapes,165,3.64,8.65,61.51
cake,120,27.75,23.72,40.7
sambar,314,15.48,4.77,40.93
idli,119,26.01,12.39,73.95
poha,193,7.77,17.55,33.57
pasta,132,4.23,22.63,15.79
fried_rice,433,26.44,5.21,37.75
chicken_curry,233,13.46,14.45,12.0
chicken_curry,50,29.37,24.73,52.48
juice,163,5.17,2.49,49.55
sandwich,478,6.97,24.72,32.91
milk,262,5.48,17.49,65.74
tofu,458,7.16,21.48,69.34
tea,274,21.47,12.78,6.98
fried_rice,462,17.8,8.26,6.04
salad,419,5.75,0.5,38.65
cake,381,18.93,21.63,60.35
ice_cream,176,24.81,12.55,44.08
fish_fry,121,19.61,8.27,33.47
chapati,184,21.54,11.39,34.29
burger,106,19.53,1.14,36.84
juice,255,1.2,9.66,62.26
dal,268,8.69,23.69,15.41
cake,211,10.81,21.68,75.92
rice,119,10.94,6.01,16.03
cake,200,1.72,8.15,59.01
salad,353,28.18,19.12,5.89
fried_rice,234,17.97,7.81,65.6
fried_rice,193,26.88,23.28,9.02
poha,462,21.57,21.74,44.02
rice,112,8.88,14.2,29.98
dal,216,6.28,9.26,18.82
noodles,404,21.84,15.34,73.14
orange,125,8.11,0.85,37.85
banana,96,26.98,8.41,24.11
pasta,203,23.0,16.76,43.08
tea,397,23.32,24.57,47.49
egg_omelette,125,2.86,7.78,38.33
chicken_curry,465,4.57,14.93,59.1
apple,450,18.22,6.41,5.51
orange,199,29.83,4.4,64.73
pizza,319,9.29,5.56,38.29
pasta,275,16.02,5.35,53.9
cake,147,27.66,1.53,35.14
ice_cream,120,24.09,4.41,46.31
fish_fry,92,4.4,15.76,45.48
tea,246,18.55,3.49,18.91
coffee,326,7.44,4.25,72.04
dal,449,28.41,22.1,48.66
fried_rice,91,5.28,0.68,69.38
tea,197,1.14,14.72,7.33
orange,225,28.26,21.35,57.07
fish_fry,52,27.18,14.87,36.86
orange,271,29.88,4.27,24.39
tofu,122,27.42,1.81,30.04
paneer,416,9.07,8.71,37.7
dal,101,15.02,12.66,36.49
pizza,334,20.88,2.78,22.43
dal,129,28.67,4.68,72.46
apple,380,3.51,9.0,34.39
chicken_curry,365,14.08,14.53,11.88
tofu,142,23.69,8.74,35.66
idli,335,20.06,9.17,59.51
upma,190,6.02,21.25,71.93
chapati,419,12.5,8.57,16.07
grapes,115,15.82,3.11,6.53
apple,483,15.07,9.18,36.22
egg_omelette,302,14.64,9.53,36.1
chapati,462,29.63,18.83,36.6
dosa,337,5.8,20.81,10.5
grapes,263,18.06,10.6,72.38
juice,292,4.84,10.38,14.89
sambar,108,5.22,12.63,72.1
pasta,55,29.65,10.82,70.78
pasta,351,24.61,19.08,33.31
dosa,168,17.91,19.13,24.76
egg_omelette,138,4.79,8.98,65.94
rice,402,24.19,2.47,35.97
tea,213,3.24,0.83,12.65
egg_omelette,423,28.78,10.71,64.12
coffee,108,27.47,22.93,77.81
fried_rice,305,17.92,7.73,79.44
sandwich,319,16.38,6.89,67.07
pasta,305,7.4,16.07,13.27
rice,187,16.19,17.19,45.37
tea,368,20.37,13.02,49.02
dosa,289,15.37,20.29,9.61
juice,272,5.63,2.45,5.73
rice,297,20.38,15.92,63.16
dosa,463,9.6,9.37,32.87
milk,241,27.26,8.93,52.89
pasta,150,22.61,11.81,77.19
fried_rice,70,15.83,7.16,47.99
grapes,321,5.06,7.16,76.77
dal,483,2.73,1.92,28.07
egg_omelette,52,12.69,15.26,46.19
orange,447,23.1,2.52,32.98
chicken_curry,458,21.43,21.57,40.86
poha,216,11.61,11.29,41.7
tofu,224,24.59,4.04,6.41
chapati,94,4.62,3.1,8.26
juice,456,6.5,2.18,35.18
ice_cream,168,2.91,3.89,35.32
apple,58,9.85,9.94,65.6
idli,299,27.27,10.46,17.92
ice_cream,361,11.75,9.39,31.02
paneer,447,23.28,17.85,13.62
pizza,232,19.42,20.56,42.81
cake,275,4.6,22.85,20.68
fish_fry,184,4.23,21.1,51.62
pizza,370,2.77,24.11,73.24
paneer,72,25.89,8.14,71.48
chicken_curry,456,3.62,14.99,78.8
burger,54,23.66,1.56,50.95
ice_cream,365,9.37,9.51,40.74
dosa,150,23.02,10.91,24.41
idli,406,2.04,7.07,60.66
burger,200,13.64,18.14,60.77
pasta,75,26.02,18.6,72.45
tea,479,19.68,9.13,37.45
burger,222,25.51,18.78,43.37
pizza,221,18.38,3.66,69.26
upma,410,13.66,9.99,10.77
tofu,345,4.47,2.93,68.06
sandwich,163,21.76,19.01,57.56
ice_cream,297,3.78,5.33,42.81
chicken_curry,437,2.54,4.0,19.78
poha,218,3.24,5.32,21.35
chapati,485,11.98,14.57,18.35
coffee,471,8.07,22.08,39.28
salad,81,7.51,11.44,47.42
fish_fry,256,20.55,15.84,59.16
grapes,70,7.08,14.05,51.92
chicken_curry,416,21.22,2.1,61.43
rice,494,27.39,8.9,65.58
upma,431,21.94,6.71,32.74
cake,157,10.49,23.45,21.36
dosa,86,27.59,6.34,36.63
poha,275,16.49,8.24,78.02
ice_cream,141,7.34,8.8,74.04
noodles,170,27.83,1.77,72.13
noodles,176,24.54,15.61,53.43
cake,252,6.1,2.8,69.6
milk,151,28.4,6.88,53.72
salad,278,1.73,23.52,33.87
juice,109,9.18,6.18,78.05
burger,57,5.58,24.72,62.52
noodles,121,27.87,6.53,34.34
dosa,123,8.98,17.16,31.72
chapati,286,21.8,12.85,30.97
chapati,122,24.27,21.98,35.71
apple,320,3.58,20.62,53.53
rice,341,17.78,1.41,25.5
fried_rice,106,27.66,9.56,16.64
dal,118,15.41,20.82,19.02
sandwich,228,7.0,3.12,41.55
fish_fry,104,10.31,20.41,75.2
juice,170,5.85,13.04,70.63
dosa,197,11.13,7.04,59.41
milk,230,9.26,9.9,13.15
upma,191,1.23,20.98,66.02
pasta,453,20.33,2.16,8.99
fried_rice,237,9.58,11.36,66.66
tea,58,25.02,11.2,13.46
dosa,310,4.79,21.53,31.87
egg_omelette,446,27.32,6.95,41.72
cake,122,7.16,6.53,49.59
chapati,251,10.6,16.6,60.7
orange,305,6.87,9.81,25.74
ice_cream,460,17.17,12.66,13.66
fried_rice,463,17.16,2.06,16.37
apple,348,5.95,21.88,14.8
salad,117,18.23,0.67,9.97
dosa,130,29.35,10.83,63.76
noodles,158,14.82,2.22,45.22
chicken_curry,370,9.21,0.81,50.65
banana,434,1.2,19.82,23.59
poha,266,25.65,20.86,77.34
banana,228,11.81,5.01,10.64
tea,322,27.11,9.4,41.64
coffee,397,24.7,13.21,27.28
burger,145,10.27,17.61,67.2
paneer,465,18.98,14.27,78.49
sambar,240,15.38,20.8,58.54
tofu,95,5.74,2.8,63.95
pizza,352,1.24,13.72,61.02
dosa,487,5.48,5.53,12.96
chicken_curry,113,23.28,4.17,56.08
poha,162,2.52,14.28,40.42
milk,86,27.86,23.91,14.94
rice,154,15.14,5.88,69.23
noodles,231,10.57,9.6,47.01
fish_fry,435,24.52,2.54,34.02
upma,268,25.45,15.92,69.97
chapati,328,17.75,12.38,79.74
burger,414,8.62,3.66,34.33
idli,179,7.53,8.94,31.38
apple,260,26.93,10.22,58.99
burger,197,21.2,18.96,79.39
chicken_curry,380,29.2,19.65,26.58
banana,490,28.66,11.57,10.9
coffee,201,2.39,16.83,33.74
paneer,109,25.86,21.47,46.94
pasta,312,27.36,9.81,16.71
fried_rice,214,7.1,0.71,8.1
sandwich,423,27.04,0.8,64.12
fish_fry,206,27.17,20.92,78.69
fish_fry,378,16.77,11.92,16.86
ice_cream,165,28.86,0.78,37.41
egg_omelette,229,28.76,11.82,28.17
juice,376,16.65,19.21,67.69
dosa,50,5.55,15.94,60.51
chicken_curry,100,15.22,9.58,27.88
idli,141,15.87,17.71,49.45
paneer,190,25.29,16.0,57.42
sambar,108,22.61,18.05,13.26
cake,131,24.84,20.28,39.4
dal,172,25.86,10.96,79.75
juice,107,9.81,12.66,7.14
noodles,169,2.72,5.01,58.65
grapes,417,10.33,22.04,9.46
sambar,267,18.58,9.68,54.22
paneer,150,17.72,19.11,76.48
milk,493,18.58,11.86,49.29
chicken_curry,281,9.67,22.32,44.22
banana,373,19.49,19.06,55.95
ice_cream,184,22.28,12.92,8.6
dal,417,11.92,8.88,77.49
coffee,135,2.97,16.55,55.49
banana,180,18.97,3.87,55.95
grapes,460,17.03,15.4,22.07
paneer,182,10.52,9.7,47.53
chicken_curry,149,7.83,19.31,54.75
pasta,145,13.04,4.48,35.03
dal,336,20.04,18.13,67.67
noodles,95,12.77,21.18,59.1
sandwich,394,19.14,1.54,41.9
dal,78,26.33,3.36,41.91
paneer,78,16.75,8.54,29.34
grapes,168,18.39,8.84,21.43
poha,498,30.0,2.83,37.72
orange,153,13.86,16.57,73.13
noodles,303,9.83,21.26,13.43
banana,384,10.58,5.15,35.75
ice_cream,458,19.36,24.15,7.33
chapati,449,27.13,12.55,71.94
coffee,208,3.74,6.68,18.27
chapati,75,7.66,4.91,18.8
rice,162,18.45,23.34,63.74
pasta,52,14.35,10.92,27.86
rice,126,13.9,11.89,58.3
paneer,236,29.32,12.92,69.38
tea,205,6.96,20.74,9.15
banana,241,12.96,3.93,39.08
sandwich,374,15.38,13.72,54.99
chicken_curry,99,2.75,10.49,12.8
cake,455,8.14,22.96,74.3
milk,499,5.41,5.91,18.68
sambar,473,20.95,12.65,25.58
poha,163,1.86,19.27,45.2
grapes,459,22.09,6.47,27.26
paneer,434,3.02,9.32,49.81
poha,281,27.49,14.59,21.04
fish_fry,291,20.16,15.46,31.25
idli,348,25.3,19.82,67.46
ice_cream,158,12.16,19.94,52.43
rice,361,5.09,8.93,13.32
salad,50,25.52,19.45,23.3
paneer,469,21.27,10.72,65.9
milk,272,5.22,11.47,78.09
pizza,326,3.64,1.83,70.35
juice,250,20.51,5.93,61.43
poha,206,12.92,11.87,16.16
ice_cream,465,28.79,2.84,20.37
dal,166,20.84,3.07,59.95
chicken_curry,285,16.27,22.29,7.8
idli,307,21.02,17.34,29.02
idli,77,10.65,12.71,46.37
noodles,427,15.93,4.62,34.96
poha,396,22.85,1.54,7.37
egg_omelette,67,7.65,9.11,17.93
fish_fry,473,28.34,16.28,32.01
poha,72,23.42,10.59,29.64
dal,314,10.17,12.38,65.47
salad,405,14.18,19.27,65.54
pasta,323,4.71,21.92,15.68
burger,414,29.97,24.71,19.37
juice,192,13.84,3.87,53.42
poha,268,29.07,11.36,56.19
pizza,135,26.7,8.17,16.12
rice,265,24.72,6.42,12.84
pizza,344,27.5,5.82,9.84
cake,254,8.07,7.72,54.72
fish_fry,305,5.99,6.86,52.88
juice,325,9.76,23.25,28.11
upma,338,3.19,18.8,46.56
sambar,92,19.91,6.59,70.4
pasta,362,16.27,18.83,38.27
fish_fry,211,22.0,23.39,14.98
upma,67,8.09,10.77,65.73
dal,266,15.09,11.69,46.83
apple,377,29.15,15.39,30.33
egg_omelette,53,13.2,5.84,75.46
burger,145,19.37,2.62,79.34
paneer,428,13.38,8.81,29.46
noodles,234,29.19,13.73,37.17
paneer,56,7.78,8.16,44.86
chapati,206,20.28,16.21,79.68
chicken_curry,235,21.69,9.64,44.63
apple,295,25.57,17.96,62.16
tofu,462,9.99,20.33,8.9
orange,71,4.06,9.71,25.95
fish_fry,323,15.39,5.52,6.76
salad,285,2.96,3.23,68.02
tofu,313,2.7,5.0,7.8
fish_fry,477,26.95,18.4,27.13
banana,169,22.96,18.7,42.94
paneer,417,8.17,1.49,30.5
pizza,87,9.17,3.06,27.83
dosa,434,11.66,3.24,24.83
apple,215,11.45,22.73,6.06
fried_rice,378,21.35,23.25,20.91
dal,117,18.08,13.26,74.94
salad,340,14.68,14.63,59.11
pizza,482,9.4,12.73,72.11
grapes,323,18.09,3.65,7.13
tofu,151,10.48,11.94,33.37
pizza,185,6.94,15.71,12.92
idli,348,4.65,18.69,28.19
cake,213,25.9,6.91,52.21
upma,202,15.85,13.77,68.09
paneer,271,20.23,5.43,73.12
paneer,366,12.81,2.56,76.52
orange,336,7.15,10.81,46.11
banana,445,12.22,19.11,43.86
orange,135,14.5,4.67,65.49
salad,395,25.71,13.33,5.37
dal,223,25.18,1.52,57.06
orange,320,4.19,24.06,6.93
pasta,271,18.48,11.73,15.7
tofu,52,28.73,11.89,9.23
sandwich,243,8.56,11.39,77.4
ice_cream,364,6.62,8.21,33.04
fried_rice,130,25.52,22.33,77.02
egg_omelette,261,23.43,15.42,40.48
orange,173,7.25,12.68,18.0
dal,207,22.6,24.03,22.79
egg_omelette,387,7.95,18.53,11.14
poha,97,29.99,18.67,37.96
banana,302,15.39,2.49,21.48
dosa,72,7.14,12.66,8.94
tofu,327,13.3,12.9,21.35
fish_fry,458,25.7,19.12,68.85
sandwich,301,2.25,3.65,31.16
chapati,372,21.23,8.26,13.02
cake,414,6.56,5.83,52.52
grapes,181,13.03,7.27,8.06
fish_fry,193,20.04,18.56,32.95
pizza,234,22.79,24.31,52.6
cake,271,28.62,4.16,70.96
rice,454,10.12,3.35,27.58
pasta,231,14.56,8.75,40.8
poha,331,5.67,19.17,8.56
orange,296,25.57,7.98,64.56
paneer,413,26.59,15.56,35.29
tea,358,25.84,13.88,66.74
dal,143,10.53,11.59,79.2
orange,144,20.0,12.61,51.51
burger,142,17.91,7.75,74.88
poha,138,6.71,10.68,75.45
tea,474,7.64,11.62,8.47
pizza,393,22.01,8.18,18.51
salad,441,27.48,3.93,65.99
dosa,184,22.66,20.18,60.51
banana,51,20.85,18.26,16.98
egg_omelette,479,11.81,5.06,5.72
apple,226,29.64,10.89,78.61
chapati,430,16.24,23.24,69.79
dosa,270,2.05,23.74,23.53
pasta,243,28.41,9.66,20.53
pizza,292,3.41,3.82,39.53
tea,418,17.54,4.53,61.88
sambar,493,12.26,24.48,52.99
dosa,192,7.28,3.44,21.64
apple,408,22.99,19.96,55.36
grapes,334,9.91,13.83,28.01
pasta,161,4.56,23.77,33.87
juice,399,21.22,12.61,23.95
cake,180,26.49,19.13,64.46
chicken_curry,162,20.51,3.0,42.23
sandwich,120,17.12,11.66,63.47
fish_fry,319,8.54,20.26,78.56
coffee,273,12.68,23.15,52.67
coffee,407,25.65,17.89,18.44
fried_rice,50,10.95,14.96,11.35
tea,381,11.42,13.66,51.86
chapati,84,16.06,8.31,10.49
